response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
33.7991,0.0686,0.0685,0.0001,33.7304,0.0001,200,0.0197
33.8904,0.0687,0.0681,0.0011,33.8204,0.0001,200,0.0191
34.1047,0.0752,0.0397,0.0005,34.0286,0.0001,200,0.0090
34.1445,0.0717,0.0362,0.0009,34.0717,0.0001,200,0.0130
34.1784,0.0773,0.0748,0.0011,34.0976,0.0001,200,0.0082
34.1933,0.0722,0.0696,0.0011,34.1200,0.0001,200,0.0156
34.2375,0.0708,0.0350,0.0005,34.1662,0.0001,200,0.0139
34.2374,0.0714,0.0668,0.0009,34.1650,0.0001,200,0.0169
34.2319,0.0357,0.0000,0.0049,34.1911,0.0002,200,0.0490
34.3759,0.0698,0.0697,0.0000,34.3060,0.0001,200,0.0204
34.3828,0.0689,0.0337,0.0005,34.3133,0.0001,200,0.0155
34.4834,0.0691,0.0691,0.0009,34.4132,0.0001,200,0.0211
34.5726,0.0691,0.0691,0.0000,34.5033,0.0001,200,0.0211
34.6902,0.0761,0.0396,0.0031,34.6105,0.0001,200,0.0082
34.7140,0.0707,0.0351,0.0032,34.6400,0.0001,200,0.0139
34.7365,0.0718,0.0364,0.0006,34.6640,0.0001,200,0.0127
34.7381,0.0687,0.0686,0.0001,34.6691,0.0001,200,0.0197
34.7788,0.0692,0.0336,0.0030,34.7065,0.0001,200,0.0154
34.8279,0.0754,0.0395,0.0032,34.7490,0.0001,200,0.0090
34.8299,0.0691,0.0691,0.0000,34.7606,0.0001,200,0.0211
34.8553,0.0721,0.0697,0.0010,34.7821,0.0001,200,0.0156
34.9545,0.0748,0.0396,0.0005,34.8785,0.0001,200,0.0089
35.0280,0.0776,0.0587,0.0001,34.9502,0.0001,200,0.0128
35.1150,0.0677,0.0000,0.0008,35.0465,0.0001,200,0.0169
35.2203,0.0750,0.0364,0.0002,35.1450,0.0001,200,0.0127
35.2600,0.0774,0.0749,0.0015,35.1810,0.0001,200,0.0107
35.2793,0.0699,0.0698,0.0001,35.2092,0.0001,200,0.0204
35.2988,0.0763,0.0397,0.0001,35.2217,0.0001,200,0.0090
35.3031,0.0755,0.0753,0.0001,35.2274,0.0001,200,0.0138
35.3951,0.0703,0.0337,0.0000,35.3247,0.0001,200,0.0155
35.4114,0.0775,0.0749,0.0014,35.3325,0.0001,200,0.0107
35.4137,0.0692,0.0691,0.0001,35.3443,0.0001,200,0.0201
35.5138,0.0354,0.0000,0.0009,35.4774,0.0001,200,0.0492
35.6036,0.0687,0.0686,0.0001,35.5348,0.0001,200,0.0198
35.7436,0.0738,0.0552,0.0000,35.6696,0.0001,200,0.0137
35.7854,0.0720,0.0697,0.0010,35.7123,0.0001,200,0.0157
35.7941,0.0686,0.0682,0.0010,35.7245,0.0001,200,0.0192
35.8179,0.0565,0.0564,0.0001,35.7611,0.0001,200,0.0338
35.8374,0.0724,0.0674,0.0000,35.7650,0.0001,200,0.0151
35.8399,0.0716,0.0667,0.0000,35.7682,0.0001,200,0.0159
35.8700,0.0757,0.0371,0.0014,35.7927,0.0001,200,0.0124
35.8887,0.0728,0.0678,0.0001,35.8157,0.0001,200,0.0147
36.0656,0.0685,0.0682,0.0010,35.9961,0.0001,200,0.0192
36.1414,0.0737,0.0689,0.0000,36.0675,0.0001,200,0.0137
36.3005,0.0738,0.0339,0.0014,36.2253,0.0001,200,0.0144
36.3380,0.0759,0.0757,0.0009,36.2611,0.0001,200,0.0145
36.3431,0.0727,0.0679,0.0000,36.2702,0.0001,200,0.0148
36.3639,0.0781,0.0731,0.0001,36.2853,0.0001,200,0.0090
36.3659,0.0687,0.0686,0.0001,36.2970,0.0001,200,0.0198
36.3763,0.0687,0.0686,0.0001,36.3074,0.0001,200,0.0198
36.3849,0.0722,0.0675,0.0000,36.3126,0.0001,200,0.0151
36.3852,0.0714,0.0667,0.0000,36.3136,0.0001,200,0.0159
36.5428,0.0709,0.0663,0.0000,36.4718,0.0001,200,0.0164
36.6405,0.0746,0.0745,0.0001,36.5656,0.0001,200,0.0143
36.7255,0.0744,0.0698,0.0001,36.6509,0.0001,200,0.0128
36.7882,0.0736,0.0690,0.0001,36.7144,0.0001,200,0.0137
36.8311,0.0743,0.0699,0.0001,36.7567,0.0001,200,0.0128
36.8729,0.0707,0.0663,0.0001,36.8019,0.0001,200,0.0164
36.8926,0.0778,0.0732,0.0001,36.8134,0.0001,200,0.0082
36.9202,0.0776,0.0731,0.0001,36.8424,0.0001,200,0.0095
36.9194,0.0685,0.0682,0.0009,36.8498,0.0001,200,0.0192
36.9498,0.0724,0.0679,0.0001,36.8771,0.0001,200,0.0147
37.0661,0.0692,0.0691,0.0001,36.9967,0.0001,200,0.0211
37.1041,0.0734,0.0690,0.0001,37.0305,0.0001,200,0.0137
37.2414,0.0746,0.0745,0.0000,37.1666,0.0001,200,0.0143
37.2530,0.0712,0.0668,0.0001,37.1816,0.0001,200,0.0160
37.2859,0.0727,0.0698,0.0013,37.2117,0.0001,200,0.0157
37.3771,0.0723,0.0680,0.0002,37.3045,0.0001,200,0.0148
37.3895,0.0778,0.0732,0.0001,37.3115,0.0001,200,0.0092
37.3892,0.0739,0.0697,0.0001,37.3150,0.0001,200,0.0131
37.3951,0.0693,0.0691,0.0001,37.3256,0.0001,200,0.0201
37.4725,0.0719,0.0676,0.0001,37.4004,0.0001,200,0.0152
37.5153,0.0732,0.0691,0.0001,37.4418,0.0001,200,0.0138
37.5742,0.0729,0.0332,0.0013,37.4998,0.0001,200,0.0151
37.6668,0.0721,0.0680,0.0001,37.5945,0.0001,200,0.0148
37.7609,0.0719,0.0676,0.0001,37.6888,0.0001,200,0.0152
37.8085,0.0756,0.0754,0.0001,37.7327,0.0001,200,0.0138
37.8806,0.0723,0.0336,0.0013,37.8069,0.0001,200,0.0158
37.8958,0.0717,0.0676,0.0001,37.8240,0.0001,200,0.0153
37.9360,0.0778,0.0748,0.0013,37.8568,0.0001,200,0.0107
37.9553,0.0773,0.0733,0.0026,37.8746,0.0001,200,0.0089
37.9587,0.0692,0.0689,0.0002,37.8892,0.0001,200,0.0200
37.9889,0.0690,0.0687,0.0003,37.9194,0.0001,200,0.0198
38.0378,0.0704,0.0664,0.0001,37.9673,0.0001,200,0.0165
38.2142,0.0778,0.0748,0.0013,38.1350,0.0001,200,0.0106
38.2072,0.0692,0.0692,0.0001,38.1378,0.0001,200,0.0201
38.3458,0.0715,0.0676,0.0002,38.2740,0.0001,200,0.0153
38.3653,0.0690,0.0687,0.0002,38.2960,0.0001,200,0.0198
38.4131,0.0684,0.0682,0.0009,38.3437,0.0001,200,0.0193
38.4541,0.0707,0.0669,0.0002,38.3832,0.0001,200,0.0160
38.4623,0.0698,0.0660,0.0002,38.3922,0.0001,200,0.0170
38.4942,0.0727,0.0689,0.0002,38.4212,0.0001,200,0.0140
38.4961,0.0690,0.0680,0.0013,38.4258,0.0001,200,0.0190
38.5868,0.0693,0.0692,0.0000,38.5174,0.0001,200,0.0201
38.6381,0.0771,0.0733,0.0002,38.5593,0.0001,200,0.0082
38.7719,0.0693,0.0691,0.0001,38.7024,0.0001,200,0.0212
38.8509,0.0689,0.0687,0.0002,38.7816,0.0001,200,0.0199
38.8750,0.0727,0.0689,0.0003,38.8019,0.0001,200,0.0140
38.9238,0.0759,0.0758,0.0001,38.8477,0.0001,200,0.0145
38.9328,0.0736,0.0698,0.0001,38.8590,0.0001,200,0.0131
38.9448,0.0691,0.0689,0.0002,38.8754,0.0001,200,0.0200
38.9871,0.0707,0.0669,0.0003,38.9161,0.0001,200,0.0161
39.0471,0.0701,0.0664,0.0002,38.9767,0.0001,200,0.0166
39.0741,0.0736,0.0698,0.0002,39.0002,0.0001,200,0.0131
39.1351,0.0693,0.0692,0.0000,39.0657,0.0001,200,0.0202
39.2811,0.0721,0.0338,0.0001,39.2088,0.0001,200,0.0156
39.3300,0.0691,0.0689,0.0002,39.2607,0.0001,200,0.0214
39.3524,0.0697,0.0660,0.0003,39.2823,0.0001,200,0.0170
39.4102,0.0771,0.0734,0.0002,39.3321,0.0001,200,0.0090
39.4783,0.0714,0.0677,0.0002,39.4066,0.0001,200,0.0153
39.4896,0.0691,0.0690,0.0002,39.4202,0.0001,200,0.0213
39.5526,0.0776,0.0748,0.0013,39.4736,0.0001,200,0.0107
39.5572,0.0693,0.0692,0.0001,39.4877,0.0001,200,0.0202
39.5994,0.0689,0.0687,0.0002,39.5303,0.0001,200,0.0199
39.6294,0.0377,0.0342,0.0002,39.5913,0.0001,200,0.0489
39.7152,0.0759,0.0758,0.0001,39.6391,0.0001,200,0.0146
39.7712,0.0683,0.0682,0.0001,39.7027,0.0001,200,0.0193
39.8097,0.0705,0.0669,0.0002,39.7389,0.0001,200,0.0161
39.8846,0.0700,0.0664,0.0002,39.8143,0.0001,200,0.0166
39.9673,0.0693,0.0693,0.0000,39.8978,0.0001,200,0.0202
40.0446,0.0699,0.0699,0.0001,39.9744,0.0001,200,0.0205
40.0532,0.0695,0.0660,0.0001,39.9835,0.0001,200,0.0171
40.0733,0.0759,0.0758,0.0001,39.9972,0.0001,200,0.0145
40.0878,0.0712,0.0677,0.0002,40.0163,0.0001,200,0.0153
40.1048,0.0745,0.0340,0.0002,40.0300,0.0002,200,0.0143
40.2170,0.0770,0.0735,0.0001,40.1392,0.0001,200,0.0090
40.3478,0.0699,0.0665,0.0003,40.2775,0.0001,200,0.0166
40.3550,0.0690,0.0689,0.0001,40.2858,0.0001,200,0.0214
40.4057,0.0689,0.0655,0.0003,40.3364,0.0001,200,0.0176
40.4838,0.0776,0.0749,0.0014,40.4048,0.0001,200,0.0107
40.4731,0.0566,0.0565,0.0004,40.4160,0.0001,200,0.0339
40.5193,0.0681,0.0649,0.0002,40.4509,0.0001,200,0.0183
40.5277,0.0691,0.0690,0.0000,40.4585,0.0001,200,0.0213
40.5629,0.0684,0.0683,0.0000,40.4944,0.0001,200,0.0193
40.5897,0.0386,0.0383,0.0003,40.5507,0.0001,200,0.0493
40.6461,0.0730,0.0698,0.0002,40.5727,0.0001,200,0.0134
40.8919,0.0690,0.0660,0.0004,40.8224,0.0001,200,0.0171
40.9138,0.0765,0.0735,0.0004,40.8353,0.0001,200,0.0082
40.9213,0.0790,0.0752,0.0001,40.8420,0.0001,200,0.0103
40.9640,0.0693,0.0692,0.0001,40.8944,0.0001,200,0.0212
40.9719,0.0678,0.0649,0.0003,40.9037,0.0001,200,0.0183
40.9893,0.0754,0.0753,0.0001,40.9137,0.0001,200,0.0138
41.0546,0.0765,0.0736,0.0004,40.9770,0.0001,200,0.0090
41.0548,0.0701,0.0699,0.0002,40.9845,0.0001,200,0.0205
41.1764,0.0748,0.0744,0.0002,41.1014,0.0001,200,0.0142
41.2330,0.0677,0.0649,0.0004,41.1648,0.0001,200,0.0183
41.3360,0.0689,0.0661,0.0002,41.2668,0.0001,200,0.0171
41.3807,0.0725,0.0699,0.0014,41.3067,0.0001,200,0.0157
41.4493,0.0698,0.0669,0.0003,41.3792,0.0001,200,0.0163
41.4507,0.0700,0.0699,0.0001,41.3805,0.0001,200,0.0205
41.4705,0.0686,0.0683,0.0003,41.4016,0.0001,200,0.0193
41.5470,0.0695,0.0694,0.0000,41.4774,0.0001,200,0.0202
41.5642,0.0768,0.0735,0.0003,41.4870,0.0001,200,0.0096
41.5649,0.0688,0.0687,0.0000,41.4959,0.0001,200,0.0199
41.5616,0.0567,0.0566,0.0006,41.5042,0.0001,200,0.0339
41.6568,0.0689,0.0661,0.0003,41.5875,0.0001,200,0.0172
41.7498,0.0693,0.0692,0.0001,41.6803,0.0001,200,0.0212
41.8958,0.0683,0.0655,0.0003,41.8271,0.0001,200,0.0177
41.9810,0.0697,0.0670,0.0003,41.9109,0.0001,200,0.0163
41.9897,0.0685,0.0683,0.0002,41.9210,0.0001,200,0.0193
42.0060,0.0688,0.0661,0.0003,41.9369,0.0001,200,0.0172
42.0255,0.0701,0.0700,0.0001,41.9552,0.0001,200,0.0205
42.0437,0.0696,0.0695,0.0000,41.9740,0.0001,200,0.0203
42.0697,0.0692,0.0666,0.0002,42.0002,0.0001,200,0.0167
42.0755,0.0754,0.0753,0.0002,41.9999,0.0001,200,0.0145
42.1138,0.0696,0.0695,0.0001,42.0440,0.0001,200,0.0203
42.3285,0.0684,0.0683,0.0001,42.2598,0.0001,200,0.0194
42.4680,0.0567,0.0566,0.0000,42.4112,0.0001,200,0.0339
42.5077,0.0757,0.0755,0.0001,42.4319,0.0001,200,0.0144
42.5606,0.0721,0.0670,0.0015,42.4870,0.0001,200,0.0163
42.5588,0.0700,0.0650,0.0015,42.4873,0.0001,200,0.0184
42.5726,0.0713,0.0661,0.0015,42.4997,0.0001,200,0.0172
42.6039,0.0685,0.0683,0.0001,42.5352,0.0001,200,0.0194
42.6434,0.0711,0.0662,0.0015,42.5707,0.0001,200,0.0172
42.6454,0.0702,0.0701,0.0000,42.5751,0.0001,200,0.0206
42.6470,0.0567,0.0566,0.0001,42.5901,0.0001,200,0.0339
42.8307,0.0702,0.0701,0.0000,42.7604,0.0001,200,0.0207
42.9612,0.0567,0.0566,0.0001,42.9043,0.0001,200,0.0340
43.0050,0.0702,0.0701,0.0000,42.9347,0.0001,200,0.0207
43.0206,0.0713,0.0667,0.0008,42.9484,0.0001,200,0.0168
43.0426,0.0791,0.0738,0.0014,42.9620,0.0001,200,0.0097
43.0681,0.0698,0.0650,0.0016,42.9966,0.0001,200,0.0184
43.1209,0.0702,0.0701,0.0000,43.0506,0.0000,200,0.0207
43.1989,0.0708,0.0656,0.0015,43.1266,0.0000,200,0.0179
43.2375,0.0790,0.0738,0.0014,43.1557,0.0000,200,0.0082
43.2686,0.0786,0.0744,0.0009,43.1881,0.0001,200,0.0089
43.2604,0.0715,0.0662,0.0014,43.1874,0.0001,200,0.0173
43.4812,0.0703,0.0656,0.0016,43.4091,0.0001,200,0.0178
43.5269,0.0789,0.0742,0.0012,43.4461,0.0001,200,0.0089
43.5193,0.0698,0.0650,0.0017,43.4477,0.0001,200,0.0184
43.5788,0.0685,0.0684,0.0001,43.5101,0.0001,200,0.0194
43.6320,0.0700,0.0699,0.0000,43.5619,0.0001,200,0.0210
43.6514,0.0698,0.0696,0.0001,43.5815,0.0001,200,0.0204
43.6619,0.0696,0.0650,0.0016,43.5906,0.0001,200,0.0185
43.6968,0.0702,0.0702,0.0001,43.6263,0.0001,200,0.0207
43.7029,0.0716,0.0667,0.0016,43.6296,0.0001,200,0.0167
43.8082,0.0699,0.0699,0.0002,43.7380,0.0001,200,0.0209
43.9216,0.0705,0.0656,0.0017,43.8493,0.0001,200,0.0178
43.9562,0.0722,0.0670,0.0016,43.8824,0.0001,200,0.0163
43.9442,0.0567,0.0566,0.0000,43.8874,0.0001,200,0.0340
44.1011,0.0686,0.0684,0.0001,44.0323,0.0001,200,0.0195
44.1467,0.0784,0.0745,0.0009,44.0665,0.0001,200,0.0089
44.1704,0.0702,0.0700,0.0001,44.1000,0.0001,200,0.0210
44.1926,0.0685,0.0684,0.0001,44.1239,0.0001,200,0.0194
44.2919,0.0707,0.0658,0.0011,44.2200,0.0001,200,0.0178
44.3062,0.0767,0.0760,0.0000,44.2294,0.0001,200,0.0146
44.3746,0.0718,0.0667,0.0014,44.3013,0.0001,200,0.0168
44.3751,0.0700,0.0699,0.0001,44.3049,0.0001,200,0.0210
44.5435,0.0785,0.0747,0.0008,44.4627,0.0001,200,0.0082
44.5496,0.0741,0.0051,0.0001,44.4754,0.0001,200,0.0138
44.5759,0.0757,0.0756,0.0000,44.5000,0.0001,200,0.0144
44.6093,0.0702,0.0701,0.0001,44.5390,0.0001,200,0.0208
44.6394,0.0785,0.0744,0.0009,44.5599,0.0001,200,0.0098
44.6509,0.0788,0.0743,0.0011,44.5694,0.0001,200,0.0082
44.7084,0.0757,0.0755,0.0001,44.6326,0.0001,200,0.0144
44.8102,0.0703,0.0659,0.0011,44.7387,0.0001,200,0.0182
44.8520,0.0567,0.0567,0.0000,44.7952,0.0001,200,0.0340
44.8738,0.0707,0.0657,0.0013,44.8016,0.0001,200,0.0179
44.9720,0.0698,0.0697,0.0000,44.9021,0.0001,200,0.0204
44.9952,0.0786,0.0745,0.0009,44.9147,0.0001,200,0.0088
45.0172,0.0786,0.0743,0.0011,44.9367,0.0001,200,0.0091
45.0669,0.0748,0.0050,0.0000,44.9919,0.0001,200,0.0131
45.0936,0.0784,0.0748,0.0015,45.0122,0.0001,200,0.0082
45.2377,0.0702,0.0701,0.0002,45.1672,0.0002,200,0.0209
45.3033,0.0790,0.0741,0.0013,45.2220,0.0001,200,0.0089
45.3245,0.0702,0.0701,0.0000,45.2541,0.0001,200,0.0206
45.4088,0.0783,0.0748,0.0015,45.3281,0.0002,200,0.0089
45.4030,0.0686,0.0684,0.0001,45.3342,0.0002,200,0.0195
45.4263,0.0786,0.0743,0.0010,45.3457,0.0001,200,0.0089
45.4952,0.0696,0.0650,0.0009,45.4245,0.0001,200,0.0186
45.5124,0.0771,0.0771,0.0000,45.4350,0.0002,200,0.0140
45.5598,0.0781,0.0748,0.0014,45.4784,0.0002,200,0.0082
45.5587,0.0701,0.0700,0.0000,45.4884,0.0002,200,0.0211
45.7114,0.0712,0.0663,0.0012,45.6388,0.0002,200,0.0173
45.7526,0.0702,0.0657,0.0009,45.6813,0.0002,200,0.0180
45.8205,0.0774,0.0444,0.0000,45.7429,0.0002,200,0.0138
45.8366,0.0705,0.0658,0.0013,45.7646,0.0002,200,0.0181
45.8493,0.0789,0.0742,0.0013,45.7682,0.0001,200,0.0089
45.9099,0.0708,0.0663,0.0009,45.8381,0.0002,200,0.0174
45.9666,0.0780,0.0750,0.0013,45.8862,0.0001,200,0.0090
46.0224,0.0685,0.0684,0.0001,45.9537,0.0001,200,0.0196
46.0278,0.0721,0.0668,0.0011,45.9544,0.0001,200,0.0169
46.0628,0.0793,0.0740,0.0011,45.9815,0.0002,200,0.0090
46.1972,0.0705,0.0657,0.0011,46.1254,0.0002,200,0.0179
46.2721,0.0685,0.0684,0.0001,46.2034,0.0002,200,0.0196
46.3139,0.0711,0.0663,0.0011,46.2416,0.0002,200,0.0173
46.3442,0.0710,0.0664,0.0012,46.2718,0.0001,200,0.0175
46.3571,0.0780,0.0750,0.0013,46.2776,0.0002,200,0.0099
46.4371,0.0686,0.0685,0.0001,46.3682,0.0001,200,0.0196
46.4700,0.0685,0.0685,0.0001,46.4012,0.0001,200,0.0196
46.5024,0.0779,0.0750,0.0013,46.4230,0.0001,200,0.0099
46.5130,0.0788,0.0742,0.0012,46.4328,0.0001,200,0.0097
46.5821,0.0698,0.0650,0.0011,46.5111,0.0001,200,0.0186
46.6850,0.0715,0.0668,0.0010,46.6123,0.0001,200,0.0169
46.7900,0.0686,0.0685,0.0001,46.7211,0.0001,200,0.0197
46.8242,0.0800,0.0741,0.0010,46.7423,0.0001,200,0.0081
46.8504,0.0687,0.0685,0.0001,46.7815,0.0001,200,0.0197
46.8892,0.0779,0.0751,0.0012,46.8083,0.0001,200,0.0082
46.9143,0.0688,0.0686,0.0002,46.8452,0.0001,200,0.0197
46.9551,0.0688,0.0681,0.0011,46.8851,0.0002,200,0.0191
47.0319,0.0687,0.0681,0.0011,46.9620,0.0001,200,0.0191
47.0579,0.0722,0.0696,0.0012,46.9844,0.0002,200,0.0156
47.0748,0.0719,0.0668,0.0010,47.0018,0.0001,200,0.0170
47.2365,0.0775,0.0748,0.0011,47.1565,0.0002,200,0.0090
47.2835,0.0711,0.0664,0.0013,47.2109,0.0002,200,0.0175
47.3084,0.0786,0.0739,0.0010,47.2279,0.0001,200,0.0089
47.4397,0.0688,0.0685,0.0002,47.3705,0.0001,200,0.0197
47.4478,0.0688,0.0686,0.0002,47.3787,0.0001,200,0.0197
47.4631,0.0704,0.0651,0.0011,47.3915,0.0001,200,0.0186
47.5043,0.0686,0.0681,0.0011,47.4344,0.0001,200,0.0192
47.5091,0.0687,0.0681,0.0011,47.4392,0.0002,200,0.0191
47.5833,0.0771,0.0747,0.0011,47.5032,0.0002,200,0.0088
47.5800,0.0721,0.0697,0.0011,47.5067,0.0001,200,0.0156
47.6475,0.0687,0.0686,0.0001,47.5785,0.0001,200,0.0198
47.7412,0.0770,0.0747,0.0010,47.6630,0.0002,200,0.0106
47.8674,0.0686,0.0682,0.0010,47.7976,0.0002,200,0.0192
47.9037,0.0686,0.0681,0.0010,47.8340,0.0001,200,0.0192
47.9128,0.0758,0.0757,0.0001,47.8368,0.0002,200,0.0146
47.9591,0.0690,0.0688,0.0002,47.8897,0.0001,200,0.0200
48.0001,0.0690,0.0689,0.0001,47.9308,0.0001,200,0.0213
48.0517,0.0688,0.0686,0.0001,47.9827,0.0001,200,0.0198
48.0576,0.0692,0.0691,0.0001,47.9882,0.0001,200,0.0201
48.0680,0.0695,0.0670,0.0014,47.9969,0.0002,200,0.0187
48.0759,0.0747,0.0745,0.0001,48.0010,0.0001,200,0.0143
48.2262,0.0690,0.0689,0.0001,48.1571,0.0001,200,0.0214
48.4269,0.0770,0.0747,0.0010,48.3488,0.0001,200,0.0106
48.4238,0.0756,0.0753,0.0001,48.3479,0.0001,200,0.0138
48.4337,0.0690,0.0688,0.0001,48.3644,0.0002,200,0.0200
48.4679,0.0720,0.0698,0.0010,48.3948,0.0001,200,0.0157
48.4765,0.0699,0.0698,0.0001,48.4062,0.0001,200,0.0204
48.5082,0.0745,0.0358,0.0014,48.4322,0.0002,200,0.0136
48.5558,0.0693,0.0691,0.0001,48.4862,0.0002,200,0.0201
48.5579,0.0690,0.0689,0.0001,48.4888,0.0001,200,0.0200
48.6324,0.0690,0.0689,0.0001,48.5630,0.0001,200,0.0214
48.8037,0.0785,0.0397,0.0013,48.7223,0.0002,200,0.0082
48.8772,0.0733,0.0347,0.0013,48.8024,0.0001,200,0.0147
48.8890,0.0690,0.0687,0.0003,48.8196,0.0001,200,0.0198
48.8919,0.0684,0.0682,0.0009,48.8224,0.0001,200,0.0192
48.9005,0.0565,0.0564,0.0011,48.8427,0.0002,200,0.0338
48.9487,0.0684,0.0682,0.0009,48.8793,0.0001,200,0.0192
49.0142,0.0692,0.0690,0.0001,48.9448,0.0001,200,0.0213
49.0723,0.0690,0.0680,0.0013,49.0019,0.0001,200,0.0190
49.1015,0.0690,0.0687,0.0003,49.0321,0.0001,200,0.0198
49.1982,0.0760,0.0757,0.0001,49.1221,0.0001,200,0.0145
49.3046,0.0689,0.0680,0.0012,49.2343,0.0001,200,0.0190
49.3152,0.0777,0.0748,0.0013,49.2361,0.0001,200,0.0107
49.3446,0.0689,0.0680,0.0012,49.2744,0.0001,200,0.0191
49.3601,0.0692,0.0689,0.0002,49.2906,0.0001,200,0.0200
49.4561,0.0726,0.0698,0.0013,49.3820,0.0002,200,0.0157
49.4589,0.0700,0.0698,0.0001,49.3887,0.0001,200,0.0205
49.4944,0.0689,0.0680,0.0012,49.4242,0.0002,200,0.0191
49.5003,0.0759,0.0757,0.0001,49.4242,0.0001,200,0.0133
49.6126,0.0688,0.0680,0.0012,49.5423,0.0002,200,0.0191
49.6119,0.0691,0.0690,0.0001,49.5425,0.0001,200,0.0200
49.7856,0.0758,0.0360,0.0001,49.7095,0.0001,200,0.0132
49.8215,0.0686,0.0304,0.0001,49.7527,0.0001,200,0.0190
49.8946,0.0692,0.0692,0.0001,49.8251,0.0002,200,0.0212
49.8965,0.0688,0.0687,0.0002,49.8273,0.0002,200,0.0199
49.9490,0.0694,0.0693,0.0001,49.8793,0.0001,200,0.0202
49.9782,0.0776,0.0748,0.0012,49.8993,0.0001,200,0.0107
50.0265,0.0760,0.0757,0.0002,49.9502,0.0002,200,0.0133
50.0276,0.0693,0.0693,0.0016,49.9565,0.0001,200,0.0202
50.0679,0.0745,0.0744,0.0001,49.9931,0.0001,200,0.0143
50.0702,0.0693,0.0690,0.0002,50.0006,0.0001,200,0.0200
50.2703,0.0692,0.0690,0.0001,50.2009,0.0001,200,0.0200
50.2844,0.0694,0.0693,0.0000,50.2148,0.0001,200,0.0202
50.3921,0.0724,0.0699,0.0013,50.3182,0.0001,200,0.0158
50.4155,0.0688,0.0688,0.0018,50.3446,0.0002,200,0.0199
50.4347,0.0747,0.0744,0.0002,50.3597,0.0002,200,0.0143
50.4825,0.0685,0.0683,0.0002,50.4136,0.0001,200,0.0193
50.4828,0.0695,0.0695,0.0000,50.4131,0.0001,200,0.0203
50.4855,0.0691,0.0690,0.0001,50.4161,0.0001,200,0.0201
50.5894,0.0685,0.0683,0.0002,50.5205,0.0002,200,0.0193
50.5942,0.0726,0.0698,0.0012,50.5202,0.0002,200,0.0157
50.7581,0.0700,0.0699,0.0001,50.6878,0.0002,200,0.0205
50.8075,0.0689,0.0383,0.0002,50.7382,0.0002,200,0.0189
50.8241,0.0684,0.0683,0.0009,50.7548,0.0001,200,0.0193
50.8636,0.0565,0.0564,0.0001,50.8068,0.0001,200,0.0340
50.9247,0.0695,0.0694,0.0000,50.8550,0.0001,200,0.0203
50.9705,0.0689,0.0687,0.0002,50.9012,0.0001,200,0.0199
50.9788,0.0694,0.0694,0.0000,50.9092,0.0002,200,0.0202
51.0819,0.0774,0.0023,0.0001,51.0043,0.0001,200,0.0102
51.1169,0.0727,0.0698,0.0013,51.0428,0.0001,200,0.0157
51.1365,0.0694,0.0692,0.0002,51.0668,0.0001,200,0.0212
51.2439,0.0779,0.0438,0.0001,51.1657,0.0002,200,0.0128
51.3024,0.0693,0.0692,0.0001,51.2328,0.0001,200,0.0213
51.3057,0.0684,0.0383,0.0002,51.2370,0.0002,200,0.0194
51.3559,0.0696,0.0695,0.0000,51.2861,0.0001,200,0.0203
51.3667,0.0567,0.0566,0.0001,51.3097,0.0001,200,0.0339
51.4850,0.0701,0.0700,0.0005,51.4143,0.0002,200,0.0205
51.4932,0.0191,0.0188,0.0001,51.4738,0.0002,200,0.0688
51.6259,0.0697,0.0695,0.0001,51.5559,0.0001,200,0.0203
51.6389,0.0757,0.0755,0.0001,51.5629,0.0001,200,0.0144
51.6416,0.0701,0.0700,0.0001,51.5713,0.0001,200,0.0209
51.7391,0.0685,0.0683,0.0001,51.6704,0.0002,200,0.0194
51.7973,0.0777,0.0442,0.0000,51.7194,0.0002,200,0.0133
51.8181,0.0699,0.0699,0.0000,51.7480,0.0001,200,0.0209
51.8525,0.0756,0.0755,0.0001,51.7767,0.0002,200,0.0144
51.9693,0.0752,0.0052,0.0001,51.8939,0.0002,200,0.0127
51.9821,0.0701,0.0700,0.0001,51.9117,0.0002,200,0.0205
52.0528,0.0704,0.0701,0.0000,51.9823,0.0001,200,0.0209
52.0723,0.0697,0.0696,0.0001,52.0024,0.0001,200,0.0203
52.1261,0.0757,0.0756,0.0001,52.0501,0.0001,200,0.0144
52.1777,0.0702,0.0701,0.0000,52.1073,0.0001,200,0.0207
52.2366,0.0756,0.0755,0.0001,52.1608,0.0001,200,0.0144
52.2787,0.0704,0.0702,0.0001,52.2081,0.0001,200,0.0208
52.3008,0.0697,0.0697,0.0001,52.2309,0.0002,200,0.0204
52.4247,0.0697,0.0696,0.0001,52.3548,0.0001,200,0.0203
52.4442,0.0702,0.0701,0.0001,52.3737,0.0002,200,0.0206
52.5116,0.0703,0.0701,0.0001,52.4411,0.0001,200,0.0209
52.5554,0.0701,0.0700,0.0001,52.4850,0.0002,200,0.0210
52.5422,0.0445,0.0443,0.0001,52.4975,0.0001,200,0.0467
52.6725,0.0685,0.0684,0.0001,52.6039,0.0001,200,0.0194
52.6728,0.0698,0.0696,0.0001,52.6028,0.0001,200,0.0204
52.7002,0.0703,0.0702,0.0001,52.6296,0.0001,200,0.0208
52.7382,0.0701,0.0700,0.0001,52.6679,0.0001,200,0.0210
52.7882,0.0686,0.0684,0.0001,52.7193,0.0002,200,0.0195
